Becken-ID,Bad-ID,Beckentyp,"Abweichende Form","Lage des Beckens",Fläche,Länge,Breite,"Gleichmäßige Tiefe",Variofunktion,"Tiefe Minimum","Tiefe Maximum","Stufen Hubboden",Sprungbecken,"Besondere Aspekte",Schwimmen,Wasserball,Kunstspringen,Turmspringen,Kanu,Synchronschwimmen,Rettungsschwimmen,Anfängerschwimmen,"Sonstige Sportarten","Anzahl Bahnen"
13773,6205,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13774,6205,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13775,6205,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
13777,6207,Schwimmerbecken,,,,25,,,,,,,ja,,,,,,,,,,,
13778,6207,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13779,6207,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13780,6208,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,6
13781,6208,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13783,6210,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
13784,6210,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13785,6210,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13790,6215,Schwimmerbecken,,,500,25,20,ja,nein,,2,,,,,,,,,,,,,8
13791,6215,Nichtschwimmerbecken,,,100,12.5,8,nein,ja,0,2,,,,,,,,,,,,,
13792,6215,Schwimmerbecken,,,417,25,16,ja,,,2,,,,,,,,,,,,,
13793,6215,Springerbecken,,,205,16,12,,,,,,,,,,,,,,,,,
13794,6215,Tauchbecken,,,,,,,,,,,,,,,,,,,,,,
13795,6216,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13796,6216,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13797,6216,Springerbecken,,,,,,,,,,,,,,,,,,,,,,
13798,6216,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13802,6221,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,
13803,6221,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13804,6221,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13805,6222,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13806,6222,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13822,6229,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13827,6234,Kursbecken,,,,,,,,,,,,,,,,,,,,,,
13828,6235,Kursbecken,,,,,,,,,,,,,,,,,,,,,,
13831,6238,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13836,6243,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13837,6243,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13838,6243,Schwimmerbecken,,,,50,,,,,,,ja,,,,,,,,,,,4
13845,6249,Schwimmerbecken,,,860,50,15,nein,,1.35,4,,ja,Einstiegstreppe,,nein,ja,ja,nein,nein,ja,nein,,6
13846,6249,Nichtschwimmerbecken,,,950,50,,nein,,90,1.35,,nein,Rutscheninsel,ja,ja,nein,nein,nein,nein,ja,ja,,
13847,6249,Kleinkinderbecken,ja,,144,,,nein,nein,0.2,0.35,,nein,"versch. Wasserspiele",nein,nein,nein,nein,nein,nein,nein,nein,,
13848,6250,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13849,6250,Schwimmerbecken,,,,50,15,,,,,,,,,,,,,,,,,
13850,6250,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13851,6251,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13859,6256,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,1
13862,6258,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
13863,6258,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13865,6258,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13876,6261,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13877,6261,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13893,6261,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13867,6262,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13868,6262,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13869,6262,Schwimmerbecken,,,,25,,,ja,,,,,,,,,,,,,,,8
13870,6262,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13871,6262,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13872,6262,Tauchbecken,,,,,,,,,,,,,,,,,,,,,,
13873,6262,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
13874,6262,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13875,6263,Schwimmerbecken,ja,,,,,,,,,,ja,,,,,,,,,,,
13878,6264,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13879,6264,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13880,6264,Wellenbecken,,,,,,,,,,,,,,,,,,,,,,
13881,6264,Wellenbecken,,,,,,,,,,,,,,,,,,,,,,
13882,6264,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13883,6264,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13884,6264,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
13885,6264,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
13886,6264,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
13887,6264,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
13888,6264,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13889,6264,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13890,6264,Tauchbecken,,,,,,,,,,,,,,,,,,,,,,
13891,6264,Tauchbecken,,,,,,,,,,,,,,,,,,,,,,
13892,6264,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13897,6269,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,5
13898,6269,Nichtschwimmerbecken,,,,12,6,,,,,,,,,,,,,,,,,
13899,6269,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13900,6269,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13902,6271,Schwimmerbecken,,,,50,,,,,,,,,,,,,,,,,,
13903,6271,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13904,6271,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13905,6271,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13906,6272,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,
13907,6272,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13908,6272,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13910,6274,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13911,6274,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13912,6274,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
13913,6274,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13914,6274,Warmsprudelbecken,,,,,,,,,,,,,,,,,,,,,,
13915,6274,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13916,6275,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13917,6275,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13918,6275,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13919,6276,Schwimmerbecken,,,,25,,,,,,,,,,,,,,,,,,6
13920,6276,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13921,6276,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13926,6280,Schwimmerbecken,,,525,,,,,,,,,,,,,,,,,,,
13927,6280,Kleinkinderbecken,,,45,,,,,,,,,,,,,,,,,,,
13928,6280,Warmsprudelbecken,,,1,,,,,,,,,,,,,,,,,,,
13929,6280,Warmsprudelbecken,,,1,,,,,,,,,,,,,,,,,,,
13930,6280,Nichtschwimmerbecken,,,261,,,,,,,,,,,,,,,,,,,
13931,6280,Nichtschwimmerbecken,,,105,,,,,,,,,,,,,,,,,,,
13932,6280,Nichtschwimmerbecken,,,10,,,,,,,,,,,,,,,,,,,
13933,6280,Tauchbecken,,,2,,,,,,,,,,,,,,,,,,,
13934,6280,Nichtschwimmerbecken,,,20,,,,,,,,,,,,,,,,,,,
13935,6281,Schwimmerbecken,,,426,25,,,,,,,,,,,,,,,,,,
13936,6281,Tauchbecken,,,2,,,,,,,,,,,,,,,,,,,
13937,6281,Nichtschwimmerbecken,,,39.99,,,,,,,,,,,,,,,,,,,
13938,6281,Nichtschwimmerbecken,,,213.87,,,,,,,,,,,,,,,,,,,
13939,6281,Nichtschwimmerbecken,,,414.5,,,,,,,,,,,,,,,,,,,
13940,6281,Nichtschwimmerbecken,,,139.5,,,,,,,,,,,,,,,,,,,
13941,6281,Nichtschwimmerbecken,,,189.95,,,,,,,,,,,,,,,,,,,
13942,6281,Nichtschwimmerbecken,,,65,,,,,,,,,,,,,,,,,,,
13943,6281,Nichtschwimmerbecken,,,70,,,,,,,,,,,,,,,,,,,
13944,6282,Schwimmerbecken,,,312.98,,,,,,,,,,,,,,,,,,,
13945,6282,Springerbecken,,,90.34,,,,,,,,,,,,,,,,,,,
13946,6282,Nichtschwimmerbecken,,,394.35,,,,,,,,,,,,,,,,,,,
13947,6282,Kleinkinderbecken,,,22.75,,,,,,,,,,,,,,,,,,,
13948,6283,Schwimmerbecken,,,658,,,,,,,,,,,,,,,,,,,
13949,6283,Nichtschwimmerbecken,,,50,,,,,,,,,,,,,,,,,,,
13950,6284,Schwimmerbecken,,,389,,,,,,,,,,,,,,,,,,,
13951,6284,Kleinkinderbecken,,,19.7,,,,,,,,,,,,,,,,,,,
13953,6286,Schwimmerbecken,nein,,,,,nein,nein,,,,ja,"Nichtschwimmerbereich integriert",,,,,,,,,,5
13955,6288,Schwimmerbecken,nein,,,50,,,nein,,,,ja,"Mobiler Beckenlift für ein barrierefreies Baden",,,,,,,,,,
13956,6288,Nichtschwimmerbecken,,,,,,,nein,,,,nein,"Mobiler Beckenlift für ein barrierefreies Baden",,,,,,,,,,
13957,6289,Nichtschwimmerbecken,nein,,55,,,nein,nein,0.4,1.3,,nein,,,,nein,nein,nein,nein,,ja,,
13958,6289,Warmsprudelbecken,,,,,,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
13959,6289,Warmsprudelbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
13960,6289,Warmsprudelbecken,,,,,,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
13961,6289,Warmsprudelbecken,,,,,,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
13962,6289,Warmsprudelbecken,,,,,,,nein,,,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
13963,6289,Schwimmerbecken,nein,,,25,,nein,nein,,3.8,,ja,,ja,,,,nein,,ja,ja,,6
13964,6289,Kleinkinderbecken,ja,,,,,ja,nein,0.3,0.3,,nein,,nein,nein,nein,nein,nein,nein,nein,nein,,
13965,6290,Schwimmerbecken,nein,,,50,,nein,nein,,,,nein,"Nichtschwimmerbereich integriert",,,,,,,,,,
13966,6290,Kleinkinderbecken,ja,,,,,,nein,,,,nein,,,,,,,,,,,
13967,6291,Schwimmerbecken,nein,,,20,8,,nein,,3.2,,nein,,,,,,,,,,,
16534,6291,Nichtschwimmerbecken,,,,,,,,,0.7,,,,,,,,,,,,,
13968,6292,Schwimmerbecken,nein,,,25,,,nein,,,,nein,,,,,,,,,,,
13969,6292,Nichtschwimmerbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
13970,6292,Kursbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
13971,6292,Kleinkinderbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
13976,6296,Schwimmerbecken,nein,,,12.4,6.2,nein,nein,1.13,1.3,,nein,,,,,,,,,,,
13978,6298,Kursbecken,,,,,,,nein,,,,nein,,,,,,,,,,,
13981,6303,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
13982,6303,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13983,6304,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13984,6304,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13985,6304,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13986,6304,Schwimmerbecken,,,,50,,,,,,,ja,,,,,,,,,,,8
13987,6304,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13988,6304,Kursbecken,,,,,,,,,,,,,,,,,,,,,,
13989,6306,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13990,6306,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13991,6306,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13992,6308,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13993,6308,Springerbecken,,,,,,,,,,,,,,,,,,,,,,
13994,6308,Naturbecken,,,,,,,,,,,,,,,,,,,,,,
13995,6309,Nichtschwimmerbecken,,,,,,,,,,,,,,,,,,,,,,
13996,6309,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
13997,6309,Schwimmerbecken,,,,,,,,,,,ja,,,,,,,,,,,
14002,6312,Schwimmerbecken,,,,,,,,,,,,,,,,,,,,,,6
14003,6312,Kleinkinderbecken,,,,,,,,,,,,,,,,,,,,,,
